-3.141592653589793116e+00,-6.852595313808063082e-02,3.217377763859996520e-02,3.847799812505035832e-02,7.670253836098459704e-03,-4.299822542334231362e-03,1.214996921973820646e-04
-3.013364382014699583e+00,-1.534213128353119071e-01,1.571566764227716462e-02,-1.029066435306597305e-01,6.395540938370938150e-03,-7.137880311310254577e-03,1.475875934862672600e-04
-2.885136110439606050e+00,-2.513850222312972171e-01,8.553169944188532270e-03,-2.419907890840574394e-01,5.258653878386990166e-03,-8.338520492489518224e-03,1.712148329992297247e-04
-2.756907838864512517e+00,-3.603134568640784519e-01,5.923386888220694146e-03,-3.764798523329937474e-01,4.284447422484132136e-03,-5.977726262673230435e-03,2.025381625075059781e-04
-2.628679567289418983e+00,-4.770016703244086553e-01,4.977579280059929445e-03,-5.041574449321477580e-01,3.486780347629469135e-03,-6.833953254045379601e-03,2.359442170902001216e-04
-2.500451295714325006e+00,-5.971969299949240195e-01,4.613060991309092529e-03,-6.229220137668871615e-01,2.868717011778356731e-03,-1.182997700659807472e-02,2.760895391022431312e-04
-2.372223024139231473e+00,-7.157920719398018772e-01,4.752493600569618337e-03,-7.308215882806400332e-01,2.423357784593567314e-03,-1.018093970887805344e-02,3.206521999027551486e-04
-2.243994752564137940e+00,-8.271638204056267485e-01,5.525106294743453716e-03,-8.260860644957901400e-01,2.135212396203913041e-03,-1.073444063427588836e-02,3.661021223264620964e-04
-2.115766480989044407e+00,-9.256345912496206640e-01,6.751186334901460029e-03,-9.071564928762916313e-01,1.981999789673145797e-03,-1.218674053097539706e-02,4.158894445193814975e-04
-1.987538209413950874e+00,-1.006007725059183899e+00,7.891446486799180704e-03,-9.727108863653847193e-01,1.936736058324788675e-03,-1.348573955813057827e-02,4.668889218263913630e-04
-1.859309937838857341e+00,-1.064102094839770807e+00,8.345814411785390519e-03,-1.021686122086863602e+00,1.969959707144813919e-03,-1.027520550353279091e-02,5.232744549476074777e-04
-1.731081666263763585e+00,-1.097199375616112471e+00,7.823816448472964424e-03,-1.053295574385136657e+00,2.051941342895245452e-03,-1.515500407662312421e-02,5.736183316849608783e-04
-1.602853394688670052e+00,-1.104321150597853851e+00,6.528551326989928683e-03,-1.067042187043837798e+00,2.154732839608567915e-03,-1.490922879080768156e-02,6.361996870389607147e-04
-1.474625123113576519e+00,-1.086275376052271424e+00,5.053616113131820242e-03,-1.062726767512669035e+00,2.253928257870540987e-03,-1.289975633931524958e-02,6.895876493640143521e-04
-1.346396851538482764e+00,-1.045450081983551938e+00,4.073999646519110840e-03,-1.040451364555539326e+00,2.330033936431472746e-03,-1.661669531408919293e-02,7.418534952723319356e-04
-1.218168579963389231e+00,-9.853797046025362105e-01,4.014060933313245982e-03,-1.000617671618812876e+00,2.369376347511700700e-03,-1.788567561620164545e-02,7.938449891043605202e-04
-1.089940308388295698e+00,-9.101560963754984357e-01,4.861315727007875509e-03,-9.439204800773078885e-01,2.364511273820506330e-03,-1.827807237753475283e-02,8.403491266809202031e-04
-9.617120368132021646e-01,-8.237910609161218645e-01,6.198287415607683926e-03,-8.713362880021651158e-01,2.314134177335065278e-03,-1.847883237734443407e-02,8.854545017148055886e-04
-8.334837652381086315e-01,-7.296510552727145660e-01,7.413066433748394246e-03,-7.841072498692003290e-01,2.222526794863133922e-03,-1.929152758470250098e-02,9.256580154272270886e-04
-7.052554936630150983e-01,-6.300727159852493875e-01,7.976507971757973436e-03,-6.837207293772088468e-01,2.098606643594958399e-03,-1.927573980454548239e-02,9.623969086927097478e-04
-5.770272220879215652e-01,-5.262313157128756247e-01,7.660234158200163179e-03,-5.718847900105311632e-01,1.954672160842905147e-03,-1.818987174665794709e-02,9.914923549959066534e-04
-4.487989505128275880e-01,-4.182804836098517054e-01,6.607141929039661576e-03,-4.505000249669659507e-01,1.804954961358280199e-03,-1.845040858275785040e-02,1.016802595523157941e-03
-3.205706789377340549e-01,-3.057224853903109940e-01,5.234746167998682864e-03,-3.216281884784774614e-01,1.664101021484319393e-03,-2.054837809742667692e-02,1.034113692730561198e-03
-1.923424073626405217e-01,-1.879178231707156477e-01,4.026085420230529621e-03,-1.874581433836147171e-01,1.545703934842601818e-03,-1.941821591805778860e-02,1.045545744454971782e-03
-6.411413578754698861e-02,-6.461302060942847314e-02,3.313590287144618785e-03,-5.026968419697629836e-02,1.461005797405084700e-03,-2.088640105660018870e-02,1.050059437398751655e-03
6.411413578754654452e-02,6.363641479688769698e-02,3.161606884067857948e-03,8.760416986929342453e-02,1.417865452709265832e-03,-2.285117498012495876e-02,1.048473351775791509e-03
1.923424073626400777e-01,1.952440769357222383e-01,3.396731242079953361e-03,2.238157920250720134e-01,1.420071003999173785e-03,-1.892419069480508892e-02,1.039352118241680667e-03
3.205706789377336108e-01,3.276189563802760496e-01,3.749472190387903581e-03,3.560418399827515179e-01,1.467045393978574962e-03,-1.922210366265496989e-02,1.023305232858654412e-03
4.487989505128275880e-01,4.574276217816138357e-01,4.008910050756764321e-03,4.820217829777361240e-01,1.553962529685027055e-03,-1.996428826134305501e-02,1.000273469274642673e-03
5.770272220879211211e-01,5.810244281565634106e-01,4.097485626874952658e-03,5.995954293821766923e-01,1.672259161070380282e-03,-1.930817566065796617e-02,9.738333199502190000e-04
7.052554936630146543e-01,6.949436143898347629e-01,4.043666558214420448e-03,7.067388366640577901e-01,1.810496827739948179e-03,-1.849792389909471479e-02,9.391229340828723821e-04
8.334837652381081874e-01,7.963350773905684132e-01,3.912750187316627049e-03,8.015980117059725574e-01,1.955500879082891323e-03,-1.896450784163983966e-02,8.986120922183071227e-04
9.617120368132017205e-01,8.832421882374312805e-01,3.783303722658670765e-03,8.825198454951247440e-01,2.093681797037565302e-03,-1.627212652300577544e-02,8.571005726814514853e-04
1.089940308388295698e+00,9.546607292143348689e-01,3.802303468075196591e-03,9.480797713398689819e-01,2.212429361447545203e-03,-1.559871884779774967e-02,8.081663466930069043e-04
1.218168579963388787e+00,1.010372668378505256e+00,4.257640579667265612e-03,9.971056893198848581e-01,2.301463648199689790e-03,-1.460456810566246669e-02,7.575974437593753193e-04
1.346396851538482764e+00,1.050603774483288788e+00,5.554828630867314487e-03,1.028697760759988977e+00,2.354028920754378754e-03,-1.612749202003422797e-02,7.034546112536216702e-04
1.474625123113575853e+00,1.075596946897573014e+00,8.033066030223023901e-03,1.042243744130857408e+00,2.367827042278565497e-03,-1.477731249760303248e-02,6.558563345743481697e-04
1.602853394688669830e+00,1.085213829442905009e+00,1.168382858727312623e-02,1.037429616815543021e+00,2.345605378353788576e-03,-1.522152032922114567e-02,5.955116060368721188e-04
1.731081666263762919e+00,1.078671485385334305e+00,1.594988215600889880e-02,1.014245304441120155e+00,2.295339012260916214e-03,-1.373447324437490971e-02,5.429271977136785601e-04
1.859309937838856897e+00,1.054490539151509809e+00,1.978457324724014477e-02,9.729854196931642107e-01,2.229976728690119796e-03,-1.251321155385051731e-02,4.860109599107520040e-04
1.987538209413949986e+00,1.010683630793574039e+00,2.201426790558813629e-02,9.142449943912004384e-01,2.166752567040091618e-03,-1.346475416298077189e-02,4.361173696171913717e-04
2.115766480989043963e+00,9.451592152919454648e-01,2.184896004377834267e-02,8.389102707627089650e-01,2.126097530104467236e-03,-1.067570911252395220e-02,3.876012971411508818e-04
2.243994752564137940e+00,8.562675212866561747e-01,1.926341691634791964e-02,7.481446989634858991e-01,2.130216938999994394e-03,-9.935693799576665944e-03,3.417286293396383100e-04
2.372223024139231029e+00,7.433829779187370868e-01,1.502288007062890784e-02,6.433703666218346662e-01,2.201425743634328504e-03,-1.084904015211535754e-02,2.993126177395314942e-04
2.500451295714325006e+00,6.074069207551398009e-01,1.033930120922166296e-02,5.262451612407179624e-01,2.360354886174363762e-03,-9.556716594525121664e-03,2.542767124560445214e-04
2.628679567289418095e+00,4.510872785087905457e-01,6.388743394583507040e-03,3.986360364430546754e-01,2.624155026784273995e-03,-8.992436850131863696e-03,2.191787661569242476e-04
2.756907838864512073e+00,2.790847275833633900e-01,4.036077988351038925e-03,2.625888171386429604e-01,3.004828535776502777e-03,-7.914032942442788404e-03,1.845357535163015409e-04
2.885136110439605162e+00,9.776018440438917489e-02,4.010443392368445714e-03,1.202950356735981718e-01,3.507816173454969110e-03,-7.247104125106374785e-03,1.581393041586401534e-04
3.013364382014699139e+00,-8.529283845290221155e-02,7.500360512057824280e-03,-2.594366004194742503e-02,4.130951472893492488e-03,-7.725617477798618106e-03,1.319571122672565642e-04
3.141592653589793116e+00,-2.619048713398449690e-01,1.684823119945466630e-02,-1.737529453494194853e-01,4.863874276022953427e-03,-5.040038761431838744e-03,1.139710591515716721e-04
